"PH","Turbidity"
"797,532,990,104,869","3,306,129,016,543,910"
"9,504,157,787,679,780","4,343,041,372,691,280"
"5,158,722,568,170,480","4,094,605,278,206,260"
"39,234,736,330,784,000","4,582,982,365,865,100"
"","36,732,395,577,842,304"
"5,849,778,285,365,150","3,643,815,887,541,560"
"5,890,870,358,820,860","4,370,776,559,745,800"
"5,963,479,205,038,230","37,278,133,228,957"
"61,067,596,362,891,000","3,924,967,064,282,440"
"6,898,932,481,849,850","3,688,455,553,387,860"
"8,091,812,332,148,190","4,370,031,238,360,660"
"7,611,982,388,879,640","6,494,748,555,990,990"
"888,697,933,200,267","4,731,195,077,016,260"
"6,532,097,273,862,360","4,599,324,041,143,380"
"78,339,804,823,343,504","4,254,477,177,044,030"
"11,563,169,064,627,800","51,072,360,139,702,600"
"6,782,868,548,051,970","5,468,590,847,062,820"
"8,288,765,459,923,360","35,805,234,612,779,100"
"0.975577989772022","2,533,996,269,917,250"
"7,528,980,405,257,180","3,644,409,765,433,970"
"9,764,658,133,573,880","30,245,711,775,061,400"
"1,019,166,523,931,880","3,403,422,697,598,260"
"29,251,743,203,391","36,785,882,211,922,600"
"","3,027,946,496,632,830"
"6,657,793,590,506,100","38,689,257,015,176,800"
"7,005,230,139,691,340","35,898,657,604,833,000"
"","3,761,633,184,058,840"
"62,278,419,215,981,104","4,599,573,326,595,350"
"63,927,604,591,581,904","4,421,528,142,053,670"
"6,088,022,489,133,800","41,730,834,964,326,704"
"39,613,890,465,892,496","409,296,589,972,163"
"4,275,159,672,976,750","37,328,560,505,382,896"
"7,301,903,491,347,540","34,306,991,879,662,200"
"10,893,484,732,796,800","36,349,703,957,714,304"
"6,798,097,459,929,960","35,716,225,992,273,700"
"11,496,702,452,694,100","31,322,532,960,748,000"
"5,808,238,633,928,160","4,819,063,730,480,000"
"","4,886,633,785,371,210"
"567,933,046,540,694","3,292,071,094,767,510"
"7,783,305,612,895,870","5,045,619,628,382,060"
"6,316,470,521,496,120","4,902,735,485,533,550"
"8,605,374,455,470,140","36,653,233,406,056,000"
"","5,185,641,934,752,970"
"7,057,552,645,613,950","4,486,402,626,885,760"
"4,850,104,171,409,930","38,853,855,181,381,696"
"","4,775,120,946,563,500"
"45,609,165,358,431,600","41,236,217,363,003"
"9,130,828,108,445,350","30,741,343,047,001,800"
"","2,840,893,065,983,150"
"4,233,558,617,035,270","35,156,720,788,235,400"
"55,710,197,113,162,600","3,931,306,748,154,380"
"","4,825,701,798,028,200"
"852,714,249,773,106","2,649,423,905,095,600"
"4,570,854,412,606,880","4,484,185,987,055,180"
"890,373,377,508,948","4,365,169,641,644,010"
"9,459,930,509,926,660","3,322,889,737,953,820"
"6,040,281,662,132,790","57,615,803,220,339"
"","39,789,326,559,790,896"
"466,349,219,217,203","37,422,934,542,026,704"
"5,726,336,215,779,150","39,122,890,818,469,800"
"10,933,110,723,500,800","389,498,862,443,327"
"4,281,522,088,672,810","43,711,671,683,417,696"
"79,484,883,721,691,008","38,911,243,463,264,800"
"6,825,647,036,962,720","28,044,803,845,141,900"
"7,285,371,191,083,490","36,944,820,469,170,400"
"5,984,941,214,650,300","34,886,752,740,390,800"
"5,368,988,344,377,340","3,737,882,779,977,890"
"4,016,590,232,603,380","4,417,134,152,553,980"
"","31,705,430,869,719,100"
"7,719,000,805,137,060","28,848,187,710,564,200"
"59,837,312,940,398,800","38,493,827,697,965,600"
"7,732,601,708,635,220","3,854,993,745,978,740"
"8,847,880,710,565,020","4,143,450,991,614,010"
"7,561,832,947,775,750","403,215,034,240,876"
"875,856,005,645,011","4,444,375,641,530,260"
"","3,228,379,217,091,300"
"3,832,917,408,963,560","4,768,660,397,450,630"
"3,730,128,006,866,970","4,943,032,174,246,390"
"5,801,571,267,427,690","442,537,756,358,649"
"36,784,318,072,076,200","4,480,108,576,205,010"
"5,143,587,480,040,670","30,961,644,901,713,800"
"66,282,561,973,074,896","44,644,571,840,967,696"
"","4,762,871,709,109,080"
"31,020,755,653,395,500","42,480,753,693,420,400"
"4,497,585,145,008,650","4,965,738,556,348,030"
"5,584,124,358,081,070","38,527,318,927,484,200"
"","4,858,164,685,873,180"
"1,033,127,327,592,510","267,344,087,146,352"
"9,130,795,898,902,550","30,257,073,692,803,500"
"4,618,850,846,633,230","4,322,115,889,209,000"
"6,931,244,178,141,830","489,795,711,765,109"
"5,602,158,585,181,390","4,067,048,744,823,660"
"7,520,518,926,663,470","4,227,765,963,772,110"
"558,246,981,997,149","4,048,113,258,131,360"
"7,992,749,619,333,380","4,062,907,043,028,830"
"8,210,357,972,710,820","37,166,638,750,212,400"
"9,901,930,594,363,920","4,226,949,553,930,560"
"","3,732,339,331,231,000"
"9,405,875,050,804,860","40,337,333,172,382,304"
"958,789,502,997,377","4,666,916,974,276,830"
"4,633,202,516,472,860","4,751,858,815,287,910"
"6,901,111,019,881,910","361,649,834,167,658"
"779,555,762,878,438","3,629,252,282,459,230"
"","459,253,797,924,015"
"0.0","4,928,839,979,650,700"
"8,398,261,060,278,290","2,627,862,469,966,980"
"6,255,149,748,918,090","3,146,482,535,996,270"
"11,496,858,885,301,900","50,051,931,672,865,400"
"","4,008,443,471,887,590"
"9,347,344,621,102,470","3,615,151,099,257,610"
"1,162,114,013,448,690","3,472,067,461,528,140"
"10,337,670,863,581,300","5,063,108,914,843,380"
"","39,549,642,917,273,400"
"5,287,982,807,934,920","33,110,340,047,208,200"
"7,617,524,134,239,110","36,983,173,972,917,000"
"7,149,124,567,592,080","3,787,033,414,567,670"
"8,651,389,726,569,340","32,664,097,400,709,000"
"5,290,004,370,919,170","35,323,224,982,288,700"
"5,369,584,180,846,630","33,574,844,355,981"
"874,727,152,353,787","4,764,707,507,859,530"
"8,040,392,261,051,970","3,017,795,963,114,110"
"8,550,427,814,830,220","4,903,869,628,421,020"
"7,739,325,711,303,170","3,645,785,495,110,910"
"7,104,594,898,620,110","476,305,799,060,742"
"6,988,206,154,718,950","18,996,830,017,290,900"
"7,869,781,869,538,910","4,219,575,577,587,180"
"8,859,696,040,242,180","4,575,331,195,431,770"
"7,397,544,009,543,930","39,471,378,883,607,904"
"5,174,896,031,870,460","34,450,280,799,498,800"
"","503,749,221,567,298"
"547,098,182,179,818","384,401,987,082,408"
"6,711,814,601,241,550","341,364,670,316,115"
"4,933,106,138,281,650","1.45"
"6,260,891,633,792,800","43,973,861,916,141,800"
"7,693,555,234,691,670","27,506,959,054,782,100"
"5,622,807,134,660,060","39,929,569,014,268,200"
"6,174,884,306,431,650","36,232,977,927,325,600"
"5,039,406,776,379,780","31,269,559,002,913"
"77,569,391,834,656,000","38,703,388,472,536,896"
"9,809,996,386,872,030","5,538,200,508,227,330"
"84,795,927,987,054","4,221,265,968,887,620"
"8,862,867,931,189,140","5,758,675,718,947,980"
"615,573,862,424,869","368,597,582,848,833"
"7,287,286,375,124,320","3,504,265,054,731,850"
"9,065,894,193,686,970","42,995,025,459,430,000"
"9,314,522,391,908,300","3,092,940,473,017,630"
"9,759,937,780,953,080","53,817,458,818,235,504"
"7,985,406,393,829,890","47,524,517,390,713,000"
"8,108,350,799,116,810","47,533,581,835,009,800"
"824,309,098,646,176","35,507,168,314,887,200"
"10,289,379,606,190,500","3,500,166,975,577,910"
"398,903,207,830,178","44,094,141,755,632,704"
"","38,324,787,029,266,496"
"8,519,639,042,501,980","34,272,514,067,406,200"
"","3,882,003,963,008,940"
"","464,778,224,578,437"
"4,495,357,678,948,120","4,962,899,585,062,540"
"","38,786,641,554,679,200"
"5,620,533,436,430,030","34,394,758,481,933,100"
"8,552,993,664,768,600","3,108,673,907,255,490"
"","3,860,347,610,223,490"
"10,209,955,798,031,300","4,112,597,751,648,240"
"","25,456,313,453,594,400"
"6,588,207,965,322,440","3,972,255,856,460,900"
"8,558,388,775,285,010","39,462,277,186,114,704"
"842,690,635,667,539","4,244,513,927,400,450"
"7,207,538,608,272,420","4,295,189,193,307,990"
"10,227,689,694,262,500","4,786,329,820,343,950"
"1,139,054,310,956,360","22,773,586,319,376,200"
"","3,216,414,002,404,390"
"6,580,043,295,312,240","4,756,446,279,122,350"
"1,081,783,107,643,290","35,908,411,283,530,800"
"5,093,675,134,769,970","4,552,571,441,876,330"
"526,428,380,172,951","5,100,239,664,952,590"
"7,971,298,747,449,360","24,391,400,085,482,500"
"83,503,510,398,453","3,507,227,581,181,630"
"","3,351,766,902,910,960"
"4,032,060,533,561,110","48,142,350,960,663"
"21,285,314,339,651,700","3,842,109,416,766,350"
"9,842,056,293,598,290","4,179,197,763,329,100"
"7,664,628,096,551,660","34,874,068,798,248,700"
"","31,983,438,599,807,600"
"7,260,319,681,766,150","4,282,314,756,372,280"
"9,537,878,628,968,340","30,245,566,409,360,200"
"19,853,833,592,630,400","3,923,093,197,436,790"
"724,899,119,805,637","4,255,979,651,269,630"
"696,820,896,010,586","36,326,438,895,298,000"
"6,150,553,015,211,810","48,105,371,794,819,904"
"6,300,755,509,276,120","5,708,111,882,566,880"
"6,920,799,599,365,540","4,915,733,469,336,810"
"6,481,890,279,167,190","5,002,360,532,741,280"
"","4,454,964,342,104,210"
"7,309,596,473,979,960","4,048,202,462,876,380"
"59,672,742,278,667,400","3,914,543,611,457,910"
"8,631,270,000,435,080","364,094,400,316,757"
"91,726,245,193,336","3,686,395,201,554,100"
"","5,564,901,543,179,240"
"33,376,289,979,634,500","33,001,918,826,882,600"
"11,449,739,296,302,300","51,669,034,830,424,096"
"6,283,678,794,634,550","4,480,771,310,094,800"
"","3,543,696,299,058,850"
"876,176,840,475,976","46,735,478,549,126,896"
"6,616,730,690,411,590","3,622,379,241,574,240"
"7,734,569,203,344,940","3,821,455,974,564,910"
"6,971,577,181,951,130","32,263,485,005,753,400"
"47,091,867,471,804,800","3,860,083,951,626,070"
"5,230,003,189,525,930","3,045,612,105,934,350"
"5,274,185,389,589,790","4,364,426,391,731,810"
"843,344,310,417,292","38,247,341,378,467,104"
"6,847,863,211,692,960","49,211,957,300,136,096"
"7,263,545,070,215,370","39,505,297,370,836,000"
"6,733,266,882,930,830","37,656,936,481,045,800"
"","3,691,946,509,639,440"
"","3,399,725,616,068,600"
"777,766,536,646,659","4,683,334,812,674,560"
"6,103,731,304,612,340","3,383,048,919,634,980"
"6,665,774,201,161,870","4,903,553,219,156,190"
"","37,577,990,994,895,904"
"4,959,852,811,105,880","3,455,044,818,343,880"
"6,397,905,013,801,270","39,585,434,513,762,200"
"81,403,444,634,267","4,362,792,108,070,990"
"68,506,254,182,690,000","2,593,833,679,642,700"
"6,714,776,879,687,880","4,684,853,470,075,880"
"433,711,946,912,069","4,401,635,259,788,380"
"8,433,290,823,974,150","3,631,542,932,175,270"
"7,274,212,566,762,740","4,710,256,299,762,640"
"6,579,184,951,031,360","3,813,556,320,666,140"
"","34,531,255,004,247,300"
"8,651,023,362,891,470","36,442,789,717,938,496"
"835,761,299,314,161","4,366,242,227,773,330"
"","35,225,861,734,964,200"
"6,658,741,558,086,440","3,400,987,615,145,620"
"10,503,786,538,570,800","5,370,457,701,027,550"
"6,332,386,866,369,140","5,159,001,749,466,250"
"","4,238,535,197,148,050"
"6,730,427,772,496,590","3,961,942,034,758,800"
"8,297,783,199,991,650","4,239,220,571,845,260"
"6,259,267,532,952,480","39,321,419,587,747,296"
"8,076,126,298,096,350","4,291,355,257,945,630"
"57,310,421,388,707,200","3,675,807,027,324,030"
"6,563,356,596,837,220","52,929,501,812,463,904"
"5,303,764,336,866,170","4,024,520,850,722,230"
"7,647,871,554,133,570","30,786,727,238,215,700"
"","4,678,745,035,353,080"
"7,951,451,170,491,500","3,886,882,385,706,480"
"8,832,142,260,904,970","39,145,118,853,536,304"
"8,250,830,009,047,860","26,047,078,453,451,700"
"5,860,574,154,812,480","4,277,241,101,939,480"
"8,182,103,306,174,480","4,605,237,762,146,880"
"78,895,793,449,559,600","32,273,600,819,458,800"
"8,713,482,927,093,230","29,221,949,791,917,000"
"61,859,248,920,520,400","4,090,264,381,918,470"
"9,079,715,109,457,620","4,551,724,493,755,740"
"8,379,512,703,256,560","37,498,180,664,355,200"
"9,221,955,642,445,510","4,294,251,987,225,150"
"9,370,696,575,357,560","43,807,969,416,857,600"
"7,487,573,363,881,180","18,013,269,989,752,100"
"602,834,878,509,831","31,420,839,544,217,700"
"6,283,318,586,962,630","4,153,989,991,461,670"
"56,664,461,454,272,896","3,836,823,301,450,680"
"6,985,303,737,450,430","30,817,990,077,044,700"
"7,273,368,228,315,560","41,964,210,363,265,400"
"7,449,659,685,994,510","43,704,044,218,054,200"
"7,618,119,571,705,240","3,769,699,537,275,830"
"6,698,153,869,013,510","3,758,179,651,015,040"
"7,027,296,860,302,580","33,926,664,230,795,100"
"8,610,963,031,730,750","46,144,004,054,147,504"
"7,423,586,011,645,770","336,539,749,533,764"
"54,566,808,884,538,200","37,994,725,485,537,296"
"9,612,898,964,310,970","4,016,409,562,458,120"
"8,246,919,870,565,430","409,661,966,700,433"
"6,641,174,116,155,320","31,547,011,218,912,000"
"6,646,067,269,769,520","30,539,831,208,747,500"
"716,447,829,539,951","4,998,203,434,951,810"
"82,850,715,273,713","42,746,613,334,345"
"6,110,022,205,951,550","2,817,780,458,184,420"
"8,316,663,722,070,080","26,957,996,970,028,900"
"","19,223,768,826,368,800"
"9,004,680,613,392,880","37,750,149,839,256,800"
"6,886,512,603,355,110","35,997,564,926,270,800"
"9,293,621,613,337,670","3,661,882,213,528,820"
"6,985,192,202,008,130","4,246,201,594,896,590"
"50,941,643,608,551,400","4,710,936,484,050,320"
"6,150,034,400,886,870","34,444,424,918,515,000"
"6,189,699,260,391,600","3,027,371,480,146,620"
"7,497,987,814,888,160","5,738,991,024,993,490"
"6,965,279,871,760,650","39,693,182,959,365,200"
"5,412,119,544,524,240","5,680,346,586,753,330"
"7,503,085,765,108,360","43,055,136,249,312"
"","39,931,257,417,734,800"
"8,581,042,820,709,170","2,883,145,376,777,550"
"5,530,055,021,165,570","33,274,721,394,344,900"
"8,743,958,544,661,180","4,118,973,080,180,640"
"9,052,383,689,790,650","4,259,719,451,958,110"
"8,077,260,885,586,490","4,279,871,302,319,940"
"6,682,097,358,751,440","34,498,294,696,957,100"
"473,132,007,599,374","5,457,892,224,487,640"
"924,141,997,355,796","4,718,850,871,201,120"
"5,628,313,271,623,290","40,616,446,608,220,600"
"4,857,802,623,979,040","3,966,570,844,524,390"
"8,430,471,661,964,150","32,539,204,326,522,700"
"6,817,608,380,056,340","30,482,920,601,678,800"
"5,913,755,319,868,530","4,023,775,901,625,000"
"","2,674,040,012,344,620"
"5,500,276,575,154,880","5,147,535,911,439,100"
"5,608,623,152,458,350","37,775,082,665,636,600"
"56,092,353,589,411,504","32,246,755,179,341,800"
"","4,119,087,300,328,970"
"5,859,822,103,560,270","34,266,340,746,155,700"
"6,417,716,046,874,310","4,210,327,061,428,600"
"6,170,526,139,416,930","3,652,207,496,311,430"
"403,406,341,143,777","5,024,742,306,559,970"
"49,794,688,114,833,200","343,902,165,089,796"
"8,097,453,770,731,760","4,279,082,403,805,930"
"","33,455,433,554,790,700"
"8,468,741,062,907,590","28,769,956,305,671,500"
"7,870,853,412,371,950","4,221,613,951,476,420"
"7,679,595,096,300,120","3,297,525,234,337,050"
"7,226,592,711,428,230","4,337,116,898,531,740"
"","30,659,103,715,095,300"
"8,659,113,026,830,280","289,577,427,975,715"
"","38,558,949,871,464,704"
"6,360,195,819,161,050","27,132,483,786,401,300"
"10,485,603,647,205,700","4,669,239,858,306,080"
"6,603,416,523,303,380","4,270,816,603,915,840"
"5,713,322,920,959,060","4,571,127,866,112,440"
"4,767,472,454,756,440","38,933,778,076,897,904"
"9,609,834,364,508,850","4,308,357,589,285,530"
"9,186,453,377,063,300","34,538,614,564,722,600"
"9,960,689,857,533,170","34,345,384,628,517,900"
"610,230,679,390,867","4,280,766,477,746,640"
"679,265,509,816,682","19,177,543,925,715,300"
"591,053,973,772,753","40,075,081,478,143,504"
"6,125,810,325,429,850","49,530,576,907,486,600"
"583,610,452,509,449","37,389,908,292,912,000"
"","43,316,909,034,515"
"10,667,363,934,157,800","4,135,568,909,483,620"
"8,628,301,074,066,660","51,008,578,541,361,400"
"6,260,111,289,935,800","5,403,614,891,830,470"
"10,808,156,938,842,700","4,362,542,226,660,020"
"7,371,914,155,906,740","4,338,957,325,879,690"
"4,825,591,458,154,620","346,309,715,357,363"
"486,882,713,540,531","32,556,001,735,668,600"
"7,395,450,846,886,250","4,990,235,633,377,970"
"8,862,112,709,633,280","4,955,081,792,660,140"
"6,008,973,609,999,530","4,012,340,383,352,790"
"7,607,223,911,235,490","35,250,271,306,094,500"
"6,683,367,696,720,800","5,208,061,134,164,880"
"6,638,411,449,233,400","5,164,056,620,303,680"
"9,271,355,446,767,770","4,333,952,897,530,930"
"","36,995,580,484,850,400"
"36,299,220,648,807,104","47,548,263,932,198,400"
"8,378,108,022,890,370","4,524,692,969,777,050"
"6,923,636,014,423,600","40,133,388,007,039,104"
"5,893,103,407,526,230","4,390,701,603,798,020"
"8,197,353,369,384,860","33,618,333,238,544,500"
"837,291,028,476,714","4,906,358,241,363,540"
"8,989,900,090,557,080","4,613,842,848,013,140"
"6,702,546,553,103,820","3,442,983,035,168,170"
"11,491,010,908,391,400","4,369,264,314,437,880"
"6,069,615,757,057,690","3,669,711,703,641,990"
"4,668,101,687,405,910","44,358,209,095,098"
"78,088,560,175,574,096","27,982,428,424,180,500"
"941,951,031,641,321","3,298,875,498,646,550"
"51,267,629,233,515,296","4,708,658,467,526,650"
"7,874,671,357,791,280","2,309,149,056,634,920"
